well,gfp_mcherry,gfp_nir,para
A03,18.413433700057904,14.5610278372591,10_1
A03,13.086276780544296,9.666564698684613,10_2
A03,7.353792704111176,5.59804221474457,10_4
A03,6.022003474232774,4.496788008565311,10_6
A03,5.037637521713955,4.037932089323952,10_8
A03,4.748118123914303,3.7320281431630473,10_10
A03,4.57440648523451,3.4567145916182316,10_12
A03,4.342790966994789,3.33435301315387,10_14
A03,4.053271569195136,3.242581829305598,10_16
A03,4.053271569195136,3.150810645457326,10_18
A03,3.7058482918355526,3.0284490669929642,10_20
A03,20.358514724711906,18.39258114374034,12_1
A03,14.468629961587709,12.210200927357032,12_2
A03,8.130601792573623,7.071097372488408,12_4
A03,6.658130601792574,5.6800618238021645,12_6
A03,5.569782330345711,5.1004636785162285,12_8
A03,5.249679897567221,4.714064914992272,12_10
A03,5.057618437900127,4.366306027820711,12_12
A03,4.801536491677337,4.211746522411128,12_14
A03,4.481434058898848,4.095826893353941,12_16
A03,4.481434058898848,3.9799072642967546,12_18
A03,4.097311139564661,3.8253477588871716,12_20
A03,21.96132596685083,21.548211860570394,14_1
A03,15.607734806629834,14.305115436849253,14_2
A03,8.7707182320442,8.284291534631055,14_4
A03,7.18232044198895,6.654594839293798,14_6
A03,6.00828729281768,5.975554549569941,14_8
A03,5.662983425414365,5.52286102308737,14_10
A03,5.455801104972376,5.115436849253055,14_12
A03,5.179558011049724,4.934359438660027,14_14
A03,4.834254143646409,4.798551380715256,14_16
A03,4.834254143646409,4.662743322770484,14_18
A03,4.41988950276243,4.481665912177456,14_20
A03,23.451327433628318,24.663212435233163,16_1
A03,16.666666666666664,16.37305699481865,16_2
A03,9.365781710914455,9.481865284974093,16_4
A03,7.669616519174041,7.6165803108808285,16_6
A03,6.415929203539823,6.839378238341968,16_8
A03,6.047197640117994,6.321243523316062,16_10
A03,5.825958702064897,5.854922279792746,16_12
A03,5.530973451327434,5.647668393782383,16_14
A03,5.162241887905605,5.492227979274611,16_16
A03,5.162241887905605,5.33678756476684,16_18
A03,4.71976401179941,5.129533678756477,16_20
A03,24.651162790697676,27.122507122507123,18_1
A03,17.519379844961243,18.005698005698008,18_2
A03,9.844961240310077,10.427350427350428,18_4
A03,8.062015503875969,8.376068376068375,18_6
A03,6.744186046511628,7.521367521367521,18_8
A03,6.3565891472868215,6.951566951566951,18_10
A03,6.124031007751938,6.438746438746438,18_12
A03,5.813953488372093,6.210826210826211,18_14
A03,5.426356589147287,6.03988603988604,18_16
A03,5.426356589147287,5.868945868945869,18_18
A03,4.961240310077519,5.641025641025641,18_20
A03,25.463336019339245,29.638854296388544,20_1
A03,18.13053988718775,19.676214196762142,20_2
A03,10.15310233682514,11.394769613947696,20_4
A03,8.21917808219178,9.153175591531756,20_6
A03,6.929895245769541,8.21917808219178,20_8
A03,6.52699435938759,7.596513075965131,20_10
A03,6.285253827558421,7.036114570361146,20_12
A03,5.9629331184528604,6.787048567870485,20_14
A03,5.560032232070911,6.60024906600249,20_16
A03,5.560032232070911,6.413449564134496,20_18
A03,5.157131345688961,6.164383561643835,20_20
A04,0.05556790397866192,0.041190402636185765,1_1
A04,0.04889975550122249,0.02488586825936223,1_2
A04,0.026672593909757725,0.015446400988569663,1_4
A04,0.020004445432318295,0.012872000823808053,1_6
A04,0.020004445432318295,0.012013867435554182,1_8
A04,0.020004445432318295,0.011155734047300312,1_10
A04,0.017781729273171815,0.008581333882538702,1_12
A04,0.017781729273171815,0.008581333882538702,1_14
A04,0.017781729273171815,0.008581333882538702,1_16
A04,0.015559013114025338,0.006865067106030962,1_18
A04,0.015559013114025338,0.006865067106030962,1_20
A04,0.096685617047608,0.05400236260336389,2_1
A04,0.08508334300189505,0.03262642740619902,2_2
A04,0.046409096182851835,0.020250885976261464,2_4
A04,0.034806822137138885,0.016875738313551217,2_6
A04,0.034806822137138885,0.015750689092647804,2_8
A04,0.034806822137138885,0.01462563987174439,2_10
A04,0.03093939745523456,0.011250492209034145,2_12
A04,0.03093939745523456,0.011250492209034145,2_14
A04,0.03093939745523456,0.011250492209034145,2_16
A04,0.027071972773330236,0.009000393767227315,2_18
A04,0.027071972773330236,0.009000393767227315,2_20
A04,0.4014774369680424,0.21780560849441874,4_1
A04,0.3533001445318773,0.13159088846537798,4_2
A04,0.19270916974466035,0.08167710318540702,4_4
A04,0.14453187730849526,0.06806425265450584,4_6
A04,0.14453187730849526,0.06352663581087213,4_8
A04,0.14453187730849526,0.058989018967238405,4_10
A04,0.12847277982977356,0.04537616843633723,4_12
A04,0.12847277982977356,0.04537616843633723,4_14
A04,0.12847277982977356,0.04537616843633723,4_16
A04,0.11241368235105187,0.03630093474906979,4_18
A04,0.11241368235105187,0.03630093474906979,4_20
A04,0.741839762611276,0.5380562717184173,6_1
A04,0.6528189910979229,0.3250756641632104,6_2
A04,0.35608308605341243,0.20177110189440645,6_4
A04,0.26706231454005935,0.16814258491200537,6_6
A04,0.26706231454005935,0.15693307925120503,6_8
A04,0.26706231454005935,0.14572357359040466,6_10
A04,0.2373887240356083,0.11209505660800358,6_12
A04,0.2373887240356083,0.11209505660800358,6_14
A04,0.2373887240356083,0.11209505660800358,6_16
A04,0.20771513353115725,0.08967604528640287,6_18
A04,0.20771513353115725,0.08967604528640287,6_20
A04,0.9823182711198428,0.8860011813349086,8_1
A04,0.8644400785854618,0.5512896239417208,8_2
A04,0.4715127701375246,0.33471155739318764,8_4
A04,0.35363457760314343,0.2756448119708604,8_6
A04,0.35363457760314343,0.2559558968300847,8_8
A04,0.35363457760314343,0.23626698168930893,8_10
A04,0.3143418467583497,0.1772002362669817,8_12
A04,0.3143418467583497,0.1772002362669817,8_14
A04,0.3143418467583497,0.1772002362669817,8_16
A04,0.275049115913556,0.15751132112620594,8_18
A04,0.275049115913556,0.15751132112620594,8_20
A04,1.1405109489051095,1.2417218543046358,10_1
A04,1.0036496350364963,0.772626931567329,10_2
A04,0.5474452554744526,0.4690949227373068,10_4
A04,0.41058394160583944,0.3863134657836645,10_6
A04,0.41058394160583944,0.358719646799117,10_8
A04,0.41058394160583944,0.33112582781456956,10_10
A04,0.36496350364963503,0.24834437086092717,10_12
A04,0.36496350364963503,0.24834437086092717,10_14
A04,0.36496350364963503,0.24834437086092717,10_16
A04,0.3193430656934307,0.22075055187637968,10_18
A04,0.3193430656934307,0.22075055187637968,10_20
A04,1.273560876209883,1.5712290502793298,12_1
A04,1.1207335710646968,0.9776536312849162,12_2
A04,0.6113092205807438,0.5935754189944134,12_4
A04,0.45848191543555783,0.4888268156424581,12_6
A04,0.45848191543555783,0.4539106145251397,12_8
A04,0.45848191543555783,0.41899441340782123,12_10
A04,0.4075394803871625,0.31424581005586594,12_12
A04,0.4075394803871625,0.31424581005586594,12_14
A04,0.4075394803871625,0.31424581005586594,12_16
A04,0.3565970453387672,0.27932960893854747,12_18
A04,0.3565970453387672,0.27932960893854747,12_20
A04,1.2749445676274944,1.8262987012987013,14_1
A04,0.9977827050997782,1.1363636363636365,14_2
A04,0.4988913525498891,0.689935064935065,14_4
A04,0.3880266075388027,0.5681818181818182,14_6
A04,0.3880266075388027,0.5275974025974026,14_8
A04,0.3880266075388027,0.487012987012987,14_10
A04,0.3880266075388027,0.36525974025974023,14_12
A04,0.3880266075388027,0.36525974025974023,14_14
A04,0.3880266075388027,0.36525974025974023,14_16
A04,0.3880266075388027,0.3246753246753247,14_18
A04,0.3880266075388027,0.3246753246753247,14_20
A04,1.3497652582159625,2.0408163265306123,16_1
A04,1.056338028169014,1.2698412698412698,16_2
A04,0.528169014084507,0.7709750566893424,16_4
A04,0.41079812206572774,0.6349206349206349,16_6
A04,0.41079812206572774,0.5895691609977325,16_8
A04,0.41079812206572774,0.5442176870748299,16_10
A04,0.41079812206572774,0.40816326530612246,16_12
A04,0.41079812206572774,0.40816326530612246,16_14
A04,0.41079812206572774,0.40816326530612246,16_16
A04,0.41079812206572774,0.36281179138321995,16_18
A04,0.41079812206572774,0.36281179138321995,16_20
A04,1.4285714285714286,2.2365805168986084,18_1
A04,1.1180124223602486,1.3916500994035785,18_2
A04,0.5590062111801243,0.8449304174950298,18_4
A04,0.43478260869565216,0.6958250497017893,18_6
A04,0.43478260869565216,0.6461232604373758,18_8
A04,0.43478260869565216,0.5964214711729622,18_10
A04,0.43478260869565216,0.44731610337972166,18_12
A04,0.43478260869565216,0.44731610337972166,18_14
A04,0.43478260869565216,0.44731610337972166,18_16
A04,0.43478260869565216,0.3976143141153081,18_18
A04,0.43478260869565216,0.3976143141153081,18_20
A04,1.5013054830287207,2.40128068303095,20_1
A04,1.1749347258485638,1.4941302027748131,20_2
A04,0.5874673629242819,0.9071504802561365,20_4
A04,0.45691906005221933,0.7470651013874066,20_6
A04,0.45691906005221933,0.6937033084311632,20_8
A04,0.45691906005221933,0.6403415154749199,20_10
A04,0.45691906005221933,0.48025613660619,20_12
A04,0.45691906005221933,0.48025613660619,20_14
A04,0.45691906005221933,0.48025613660619,20_16
A04,0.45691906005221933,0.42689434364994666,20_18
A04,0.45691906005221933,0.42689434364994666,20_20
A05,0.15830631317947738,0.07792746113989638,1_1
A05,0.11443829868395958,0.0489119170984456,1_2
A05,0.06484836925424375,0.026528497409326425,1_4
A05,0.04577531947358383,0.02238341968911917,1_6
A05,0.04196070951745184,0.019896373056994817,1_8
A05,0.04005340453938584,0.019896373056994817,1_10
A05,0.03433148960518787,0.018238341968911918,1_12
A05,0.03433148960518787,0.017409326424870464,1_14
A05,0.03242418462712188,0.017409326424870464,1_16
A05,0.03242418462712188,0.016580310880829015,1_18
A05,0.03242418462712188,0.016580310880829015,1_20
A05,0.27493457882010003,0.10168428112458487,2_1
A05,0.19874788830368675,0.06382311262075008,2_2
A05,0.11262380337208916,0.034615925489220385,2_4
A05,0.07949915532147471,0.029207187131529703,2_6
A05,0.07287422571135183,0.02596194411691529,2_8
A05,0.06956176090629036,0.02596194411691529,2_10
A05,0.059624366491106036,0.023798448773839014,2_12
A05,0.059624366491106036,0.02271670110230088,2_14
A05,0.05631190168604458,0.02271670110230088,2_16
A05,0.05631190168604458,0.02163495343076274,2_18
A05,0.05631190168604458,0.02163495343076274,2_20
A05,1.188430698739977,0.4143889966496209,4_1
A05,0.859106529209622,0.26009522130135776,4_2
A05,0.4868270332187858,0.14106859460412624,4_4
A05,0.3436426116838488,0.11902662669723153,4_6
A05,0.3150057273768614,0.10580144595309468,4_8
A05,0.30068728522336774,0.10580144595309468,4_10
A05,0.25773195876288657,0.0969846587903368,4_12
A05,0.25773195876288657,0.09257626520895786,4_14
A05,0.2434135166093929,0.09257626520895786,4_16
A05,0.2434135166093929,0.08816787162757891,4_18
A05,0.2434135166093929,0.08816787162757891,4_20
A05,2.1951864586088337,1.048171275646744,6_1
A05,1.5868817773075905,0.6578947368421052,6_2
A05,0.899233007140968,0.35682426404995543,6_4
A05,0.6347527109230362,0.3010704727921499,6_6
A05,0.5818566516794499,0.2676181980374665,6_8
A05,0.5554086220576567,0.2676181980374665,6_10
A05,0.47606453319227715,0.24531668153434436,6_12
A05,0.47606453319227715,0.23416592328278324,6_14
A05,0.449616503570484,0.23416592328278324,6_16
A05,0.449616503570484,0.22301516503122212,6_18
A05,0.449616503570484,0.22301516503122212,6_20
A05,2.89804469273743,1.8569735282497037,8_1
A05,2.094972067039106,1.1655472145397077,8_2
A05,1.1871508379888267,0.632161201106282,8_4
A05,0.8379888268156425,0.5333860134334255,8_6
A05,0.7681564245810055,0.4741209008297116,8_8
A05,0.7332402234636871,0.4741209008297116,8_10
A05,0.6284916201117319,0.434610825760569,8_12
A05,0.6284916201117319,0.41485578822599767,8_14
A05,0.5935754189944134,0.41485578822599767,8_16
A05,0.5935754189944134,0.39510075069142636,8_18
A05,0.5935754189944134,0.39510075069142636,8_20
A05,3.360323886639676,2.585258525852585,10_1
A05,2.42914979757085,1.6226622662266228,10_2
A05,1.376518218623482,0.88008800880088,10_4
A05,0.9716599190283401,0.7425742574257426,10_6
A05,0.8906882591093117,0.6600660066006601,10_8
A05,0.8502024291497976,0.6600660066006601,10_10
A05,0.728744939271255,0.605060506050605,10_12
A05,0.728744939271255,0.5775577557755776,10_14
A05,0.688259109311741,0.5775577557755776,10_16
A05,0.688259109311741,0.5500550055005501,10_18
A05,0.688259109311741,0.5500550055005501,10_20
A05,3.752260397830018,3.2136752136752134,12_1
A05,2.7124773960216997,2.017094017094017,12_2
A05,1.5370705244122964,1.0940170940170941,12_4
A05,1.0849909584086799,0.9230769230769231,12_6
A05,0.9945750452079566,0.8205128205128205,12_8
A05,0.949367088607595,0.8205128205128205,12_10
A05,0.81374321880651,0.7521367521367521,12_12
A05,0.81374321880651,0.717948717948718,12_14
A05,0.7685352622061482,0.717948717948718,12_16
A05,0.7685352622061482,0.6837606837606838,12_18
A05,0.7685352622061482,0.6837606837606838,12_20
A05,4.06464250734574,3.7139470564994075,14_1
A05,2.9382957884427032,2.3310944290794153,14_2
A05,1.665034280117532,1.264322402212564,14_4
A05,1.1753183153770812,1.066772026866851,14_6
A05,1.0773751224289911,0.9482418016594232,14_8
A05,1.028403525954946,0.9482418016594232,14_10
A05,0.881488736532811,0.869221651521138,14_12
A05,0.881488736532811,0.8297115764519953,14_14
A05,0.832517140058766,0.8297115764519953,14_16
A05,0.832517140058766,0.7902015013828527,14_18
A05,0.832517140058766,0.7902015013828527,14_20
A05,4.327424400417101,4.196428571428571,16_1
A05,3.1282586027111576,2.6339285714285716,16_2
A05,1.7726798748696557,1.4285714285714286,16_4
A05,1.251303441084463,1.205357142857143,16_6
A05,1.1470281543274243,1.0714285714285714,16_8
A05,1.094890510948905,1.0714285714285714,16_10
A05,0.9384775808133473,0.9821428571428571,16_12
