well,gfp_mcherry,gfp_nir,para
A01,18.762792813281784,7.209737827715355,5
A01,21.80740740740741,9.197956009775606,6
A02,3.010411951109099,1.115376258419642,5
A02,3.5143769968051117,1.495948472885934,6
A03,3.3785734911926073,1.2959999999999998,5
A03,3.829160530191458,1.7683146878383256,6
